bookId,first_genre,clean_date,day_of_week,month_name,year,books
19302.Pippi_Longstocking,Classics,28/10/1945,Sunday,October,1945,1
3950967-the-tales-of-beedle-the-bard,Fantasy,04/12/2008,Thursday,December,2008,1
10956.The_Virgin_Suicides,Fiction,28/10/1993,Thursday,October,1993,1
101299.The_Reader,Fiction,28/10/1995,Saturday,October,1995,1
14866.Nineteen_Minutes,Fiction,05/03/2007,Monday,March,2007,1
12127810-the-house-of-hades,Fantasy,08/10/2013,Tuesday,October,2013,1
33600.Shantaram,Fiction,28/10/2003,Tuesday,October,2003,1
397483.The_Devil_in_the_White_City,Nonfiction,28/10/2003,Tuesday,October,2003,1
11422.Redeeming_Love,Fiction,28/10/1991,Monday,October,1991,1
53835.The_Age_of_Innocence,Classics,20/06/2020,Saturday,June,2020,1
1656001.The_Host,Young Adult,28/10/2008,Tuesday,October,2008,1
6411961-the-lost-symbol,Fiction,15/09/2009,Tuesday,September,2009,1
6088007-neuromancer,Science Fiction,28/07/1984,Saturday,July,1984,1
676924.Betrayed,Young Adult,02/10/2007,Tuesday,October,2007,1
18114322-the-grapes-of-wrath,Classics,14/04/1939,Friday,April,1939,1
50398.Northanger_Abbey,Classics,01/12/2017,Friday,December,2017,1
140225.The_Voyage_of_the_Dawn_Treader,Fantasy,15/09/1952,Monday,September,1952,1
11012.Dubliners,Classics,28/06/2014,Saturday,June,2014,1
42900.Lover_Awakened,Romance,05/09/2006,Tuesday,September,2006,1
16096824-a-court-of-thorns-and-roses,Fantasy,05/05/2015,Tuesday,May,2015,1
137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Fiction,28/10/1997,Tuesday,October,1997,1
34080.The_Waste_Land,Poetry,28/10/1922,Saturday,October,1922,1
2866718-untamed,Young Adult,23/09/2008,Tuesday,September,2008,1
256566.Everything_Is_Illuminated,Fiction,16/04/2002,Tuesday,April,2002,1
17167166-crown-of-midnight,Fantasy,15/08/2013,Thursday,August,2013,1
59716.To_the_Lighthouse,Classics,28/10/1927,Friday,October,1927,1
13214.I_Know_Why_the_Caged_Bird_Sings,Nonfiction,28/10/1969,Tuesday,October,1969,1
41804.I_Robot,Science Fiction,28/10/1950,Saturday,October,1950,1
690926.The_Twilight_Collection,Young Adult,01/11/2007,Thursday,November,2007,1
5308.The_Pearl,Classics,28/10/1947,Tuesday,October,1947,1
18635016-the-one,Young Adult,06/05/2014,Tuesday,May,2014,1
41681.The_Jungle,Classics,25/02/2005,Friday,February,2005,1
10592.Carrie,Horror,05/04/1974,Friday,April,1974,1
77142.Snow_Falling_on_Cedars,Fiction,12/09/1994,Monday,September,1994,1
10987.Voyager,Historical Fiction,01/12/1993,Wednesday,December,1993,1
18765.I_Claudius,Historical Fiction,28/10/1934,Sunday,October,1934,1
20613470-heir-of-fire,Fantasy,02/09/2014,Tuesday,September,2014,1
4137.Me_Talk_Pretty_One_Day,Nonfiction,02/05/2000,Tuesday,May,2000,1
1326258.Chosen,Young Adult,04/03/2008,Tuesday,March,2008,1
3087.A_Room_with_a_View,Classics,28/10/2008,Tuesday,October,2008,1
31242.Bleak_House,Classics,28/10/1953,Wednesday,October,1953,1
30289.The_Republic,Classics,28/10/1980,Tuesday,October,1980,1
84369.The_Last_Battle,Fantasy,04/09/1956,Tuesday,September,1956,1
179780.The_Exorcist,Horror,28/06/1971,Monday,June,1971,1
9293020-the-elephant-tree,Fiction,28/10/2010,Thursday,October,2010,1
17061.Coraline,Fantasy,24/01/2002,Thursday,January,2002,1
24861.Demian,Fiction,28/10/2019,Monday,October,2019,1
16101128-the-5th-wave,Young Adult,07/05/2013,Tuesday,May,2013,1
6644117-the-iron-king,Fantasy,19/01/2010,Tuesday,January,2010,1
34384161-quantum-roots-ii,Fiction,12/02/2017,Sunday,February,2017,1
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Young Adult,21/02/2012,Tuesday,February,2012,1
93101.The_Arabian_Nights,Classics,28/10/2015,Wednesday,October,2015,1
7740152-torment,Young Adult,28/09/2010,Tuesday,September,2010,1
8709527-bloodlines,Young Adult,23/08/2011,Tuesday,August,2011,1
34521870-mistress-suffragette,Fiction,05/03/2017,Sunday,March,2017,1
5797.Vanity_Fair,Classics,28/10/1948,Thursday,October,1948,1
43889.Wizard_s_First_Rule,Fantasy,15/08/1994,Monday,August,1994,1
156538.North_and_South,Classics,28/01/1955,Friday,January,1955,1
30933.Brideshead_Revisited,Classics,28/10/1945,Sunday,October,1945,1
14743.The_God_Delusion,Nonfiction,28/10/2006,Saturday,October,2006,1
31548.Of_Human_Bondage,Classics,28/10/2015,Wednesday,October,2015,1
40651883-snow-crash,Science Fiction,28/06/1992,Sunday,June,1992,1
8908.World_War_Z,Horror,12/09/2006,Tuesday,September,2006,1
3682.A_Great_and_Terrible_Beauty,Fantasy,09/12/2003,Tuesday,December,2003,1
20448515-bared-to-you,Romance,03/04/2012,Tuesday,April,2012,1
11901.The_Witching_Hour,Horror,01/10/1990,Monday,October,1990,1
8909.The_War_of_the_Worlds,Classics,28/10/1998,Wednesday,October,1998,1
2800905-the-summoning,Young Adult,01/07/2008,Tuesday,July,2008,1
6150.Cry_the_Beloved_Country,Fiction,28/10/1948,Thursday,October,1948,1
51606.Johnny_Got_His_Gun,Fiction,28/10/1939,Saturday,October,1939,1
47401.Chocolat,Fiction,04/03/1999,Thursday,March,1999,1
1421990.Halfway_to_the_Grave,Romance,30/10/2007,Tuesday,October,2007,1
49436.Three_Cups_of_Tea,Nonfiction,02/03/2006,Thursday,March,2006,1
4268157-perfect-chemistry,Romance,23/12/2008,Tuesday,December,2008,1
22328546-red-queen,Fantasy,10/02/2015,Tuesday,February,2015,1
3777732-city-of-glass,Fantasy,24/03/2009,Tuesday,March,2009,1
6485421-the-mortal-instruments-boxed-set,Fantasy,27/10/2009,Tuesday,October,2009,1
5890.The_Woman_in_White,Classics,26/11/1959,Thursday,November,1959,1
960.Angels_Demons,Fiction,28/05/2000,Sunday,May,2000,1
51738.Just_Listen,Young Adult,06/04/2006,Thursday,April,2006,1
705.352.001,Science Fiction,28/04/1968,Sunday,April,1968,1
51737.The_Truth_About_Forever,Young Adult,11/05/2004,Tuesday,May,2004,1
8667848-a-discovery-of-witches,Fantasy,28/02/2011,Monday,February,2011,1
764347.Unwind,Young Adult,06/11/2007,Tuesday,November,2007,1
135836.Trainspotting,Fiction,28/10/1993,Thursday,October,1993,1
197084.Are_You_My_Mother_,Childrens,12/06/1960,Sunday,June,1960,1
4799.Cannery_Row,Classics,28/01/1945,Sunday,January,1945,1
12957.Much_Ado_About_Nothing,Classics,28/10/1998,Wednesday,October,1998,1
12749.Swann_s_Way,Classics,14/11/2013,Thursday,November,2013,1
556602.Sarah_s_Key,Historical Fiction,28/09/2006,Thursday,September,2006,1
420282.The_Polar_Express,Childrens,28/10/1985,Monday,October,1985,1
2299110.Acheron,Romance,05/08/2008,Tuesday,August,2008,1
32049.Lady_Chatterley_s_Lover,Classics,28/10/1928,Sunday,October,1928,1
16248068-the-elite,Young Adult,23/04/2013,Tuesday,April,2013,1
10637766-silence,Young Adult,04/10/2011,Tuesday,October,2011,1
40611328-ishmael,Fiction,28/10/1992,Wednesday,October,1992,1
4009.Nine_Stories,Fiction,06/04/1953,Monday,April,1953,1
11408650-the-unbecoming-of-mara-dyer,Young Adult,27/09/2011,Tuesday,September,2011,1
838729.The_Return_of_the_King,Fantasy,20/10/1955,Thursday,October,1955,1
18460392-all-the-bright-places,Young Adult,06/01/2015,Tuesday,January,2015,1
1898.Into_Thin_Air,Nonfiction,01/05/1997,Thursday,May,1997,1
31463.Far_From_the_Madding_Crowd,Classics,28/10/1974,Monday,October,1974,1
29908754-the-zombie-room,Fiction,26/07/2012,Thursday,July,2012,1
7747374-i-am-number-four,Young Adult,03/08/2010,Tuesday,August,2010,1
15863832-angelfall,Fantasy,21/05/2011,Saturday,May,2011,1
140077.Dead_to_the_World,Fantasy,28/05/2004,Friday,May,2004,1
2156.Persuasion,Classics,28/12/2018,Friday,December,2018,1
41014505-the-bronze-horseman,Historical Fiction,17/07/2000,Monday,July,2000,1
56728.You_Are_Special,Childrens,28/10/1997,Tuesday,October,1997,1
518848.Sabriel,Fantasy,28/05/1995,Sunday,May,1995,1
3591262-cutting-for-stone,Fiction,28/10/2009,Wednesday,October,2009,1
92307.Being_and_Time,Nonfiction,28/10/1927,Friday,October,1927,1
179064.The_Goose_Girl,Fantasy,04/08/2003,Monday,August,2003,1
31122.I_Capture_the_Castle,Classics,28/10/1948,Thursday,October,1948,1
40611510-the-last-lecture,Nonfiction,08/04/2008,Tuesday,April,2008,1
13188676-ignite-me,Young Adult,04/02/2014,Tuesday,February,2014,1
92517.The_Glass_Menagerie,Classics,28/10/1945,Sunday,October,1945,1
1625.Twelfth_Night,Classics,28/10/2001,Sunday,October,2001,1
10576365-the-darkest-minds,Young Adult,18/12/2012,Tuesday,December,2012,1
36236125-invisible-monsters,Fiction,17/09/1999,Friday,September,1999,1
11899.The_Hours,Fiction,01/11/1998,Sunday,November,1998,1
40909452-drums-of-autumn,Historical Fiction,30/12/1996,Monday,December,1996,1
305234.Wicked_Lovely,Fantasy,12/06/2007,Tuesday,June,2007,1
366522.P_S_I_Love_You,Romance,03/02/2004,Tuesday,February,2004,1
18006496-queen-of-shadows,Fantasy,01/09/2015,Tuesday,September,2015,1
4134071-hunted,Young Adult,28/10/2009,Wednesday,October,2009,1
5326.A_Christmas_Carol,Classics,17/12/1943,Friday,December,1943,1
24128.The_Merchant_of_Venice,Classics,28/10/1996,Monday,October,1996,1
29127.The_Last_Unicorn,Fantasy,28/10/1968,Monday,October,1968,1
8337.Little_House_in_the_Big_Woods,Classics,28/10/1932,Friday,October,1932,1
77566.Hyperion,Science Fiction,26/05/1989,Friday,May,1989,1
12497.No_Country_for_Old_Men,Fiction,19/07/2005,Tuesday,July,2005,1
30868.The_Bean_Trees,Fiction,01/12/1988,Thursday,December,1988,1
17675462-the-raven-boys,Fantasy,18/09/2012,Tuesday,September,2012,1
78411.The_Bad_Beginning,Fiction,30/09/1999,Thursday,September,1999,1
15638.Cyrano_de_Bergerac,Classics,28/10/1997,Tuesday,October,1997,1
7967.Speaker_for_the_Dead,Science Fiction,28/03/1986,Friday,March,1986,1
902.The_Westing_Game,Mystery,01/06/1978,Thursday,June,1978,1
5439.Interpreter_of_Maladies,Fiction,20/04/1999,Tuesday,April,1999,1
7090447-the-red-pyramid,Fantasy,04/05/2010,Tuesday,May,2010,1
17333223-the-goldfinch,Fiction,23/09/2013,Monday,September,2013,1
5527.All_the_King_s_Men,Fiction,28/10/1946,Monday,October,1946,1
13006.Julius_Caesar,Classics,28/10/1999,Thursday,October,1999,1
40593473-finding-hope-in-the-darkness-of-grief,Fiction,16/06/2018,Saturday,June,2018,1
77390.Anne_of_Avonlea,Classics,28/10/2009,Wednesday,October,2009,1
7723542-a-dog-s-purpose,Fiction,28/07/2010,Wednesday,July,2010,1
227571.Peace_Like_a_River,Fiction,28/10/2001,Sunday,October,2001,1
80660.We_Need_to_Talk_About_Kevin,Fiction,14/04/2003,Monday,April,2003,1
25480342-a-monster-calls,Fantasy,05/05/2011,Thursday,May,2011,1
567678.The_Wasp_Factory,Fiction,28/10/1984,Sunday,October,1984,1
10534.The_Art_of_War,Nonfiction,28/10/2000,Saturday,October,2000,1
60510.Poison_Study,Fantasy,27/09/2005,Tuesday,September,2005,1
23522.Mythology,Classics,28/10/1942,Wednesday,October,1942,1
15241.The_Two_Towers,Fantasy,11/11/1954,Thursday,November,1954,1
17125.One_Day_in_the_Life_of_Ivan_Denisovich,Fiction,28/11/1962,Wednesday,November,1962,1
43758.The_Queen_of_the_Damned,Horror,28/10/1988,Friday,October,1988,1
27523.Left_Behind,Fiction,29/09/1995,Friday,September,1995,1
27003.The_Eyre_Affair,Fantasy,19/07/2001,Thursday,July,2001,1
7664041-inheritance,Fantasy,08/11/2011,Tuesday,November,2011,1
6482837-before-i-fall,Young Adult,02/03/2010,Tuesday,March,2010,1
59219.The_Talisman,Horror,08/11/1984,Thursday,November,1984,1
8492825-where-she-went,Young Adult,05/04/2011,Tuesday,April,2011,1
121749.Prince_Caspian,Fantasy,15/10/1951,Monday,October,1951,1
10441.The_Memory_Keeper_s_Daughter,Fiction,23/06/2005,Thursday,June,2005,1
20758104-the-knife-of-never-letting-go,Young Adult,05/05/2008,Monday,May,2008,1
7304203-shadowfever,Fantasy,18/01/2011,Tuesday,January,2011,1
2536134.Gone,Young Adult,24/06/2008,Tuesday,June,2008,1
15622.Native_Son,Fiction,28/10/1940,Monday,October,1940,1
110737.Seabiscuit,Nonfiction,30/06/1999,Wednesday,June,1999,1
682804.The_Killer_Angels,Historical Fiction,28/10/1974,Monday,October,1974,1
17841.Foucault_s_Pendulum,Fiction,28/10/1988,Friday,October,1988,1
7631105-the-scorch-trials,Young Adult,12/10/2010,Tuesday,October,2010,1
112750.Darkfever,Fantasy,31/10/2006,Tuesday,October,2006,1
3867.The_History_of_Love,Fiction,17/05/2005,Tuesday,May,2005,1
374233.If_on_a_Winter_s_Night_a_Traveler,Fiction,28/10/1979,Sunday,October,1979,1
24768.Pretties,Young Adult,01/11/2005,Tuesday,November,2005,1
7869.The_Bourne_Identity,Fiction,04/02/1980,Monday,February,1980,1
17332218-words-of-radiance,Fantasy,04/03/2014,Tuesday,March,2014,1
41219.Possession,Fiction,17/10/1990,Wednesday,October,1990,1
415.Gravity_s_Rainbow,Fiction,28/02/1973,Wednesday,February,1973,1
2767.A_People_s_History_of_the_United_States,Nonfiction,28/10/1980,Tuesday,October,1980,1
547094.I_Am_Legend_and_Other_Stories,Horror,28/10/1954,Thursday,October,1954,1
3869.A_Brief_History_of_Time,Science,01/04/1988,Friday,April,1988,1
1554.Oedipus_Rex,Classics,28/10/1929,Monday,October,1929,1
13206760-scarlet,Young Adult,05/02/2013,Tuesday,February,2013,1
13831.Alanna,Fantasy,01/09/1983,Thursday,September,1983,1
38311414-house-of-sand-and-fog,Fiction,28/10/1999,Thursday,October,1999,1
2203.John_Adams,Biography,01/05/2001,Tuesday,May,2001,1
6853.One_for_the_Money,Mystery,26/08/1994,Friday,August,1994,1
13642.A_Wizard_of_Earthsea,Fantasy,28/11/1968,Thursday,November,1968,1
11250317-the-song-of-achilles,Historical Fiction,20/09/2011,Tuesday,September,2011,1
304027.Lover_Unbound,Romance,25/09/2007,Tuesday,September,2007,1
14290364-champion,Young Adult,05/11/2013,Tuesday,November,2013,1
89717.The_Haunting_of_Hill_House,Horror,16/10/1959,Friday,October,1959,1
77197.Assassin_s_Apprentice,Fantasy,28/05/1995,Sunday,May,1995,1
20820994-i-ll-give-you-the-sun,Young Adult,16/09/2014,Tuesday,September,2014,1
10357575-1q84,Fiction,28/05/2009,Thursday,May,2009,1
196970.The_Night_Before_Christmas,Childrens,23/12/1923,Sunday,December,1923,1
99300.The_Yellow_Wallpaper_and_Other_Stories,Classics,28/10/1992,Wednesday,October,1992,1
16286.The_Magus,Fiction,28/10/1965,Thursday,October,1965,1
46756.Oryx_and_Crake,Fiction,22/04/2003,Tuesday,April,2003,1
6262365-tempted,Young Adult,23/10/2009,Friday,October,2009,1
13206828-cress,Young Adult,04/02/2014,Tuesday,February,2014,1
17212231-inferno,Fiction,14/05/2013,Tuesday,May,2013,1
10965.A_Breath_of_Snow_and_Ashes,Historical Fiction,27/09/2005,Tuesday,September,2005,1
47989.Night_Watch,Fantasy,28/11/2002,Thursday,November,2002,1
4953.A_Heartbreaking_Work_of_Staggering_Genius,Fiction,17/02/2000,Thursday,February,2000,1
1431.Veronika_Decides_to_Die,Fiction,28/10/1998,Wednesday,October,1998,1
29588376-the-lies-of-locke-lamora,Fantasy,01/06/2006,Thursday,June,2006,1
8682.Jitterbug_Perfume,Fiction,28/12/1984,Friday,December,1984,1
6882.Papillon,Nonfiction,28/10/1969,Tuesday,October,1969,1
14249.Prodigal_Summer,Fiction,17/10/2000,Tuesday,October,2000,1
3388.Corelli_s_Mandolin,Fiction,28/10/1994,Friday,October,1994,1
852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,Young Adult,25/04/2006,Tuesday,April,2006,1
44790978-matching-configurations,Fiction,25/03/2019,Monday,March,2019,1
10967.The_Fiery_Cross,Historical Fiction,06/11/2001,Tuesday,November,2001,1
88077.The_Magic_Mountain,Fiction,28/10/1924,Tuesday,October,1924,1
452306.The_Sisterhood_of_the_Traveling_Pants,Young Adult,11/09/2001,Tuesday,September,2001,1
6295.Howl_and_Other_Poems,Poetry,28/10/1956,Sunday,October,1956,1
3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,Fiction,28/10/1967,Saturday,October,1967,1
2967752-the-elegance-of-the-hedgehog,Fiction,28/08/2006,Monday,August,2006,1
323355.The_Book_of_Mormon,Religion,01/03/1930,Saturday,March,1930,1
55030.Cosmos,Science,03/05/1980,Saturday,May,1980,1
2052.The_Big_Sleep,Mystery,06/02/1939,Monday,February,1939,1
19351490-grimm-s-fairy-tales,Classics,28/10/2009,Wednesday,October,2009,1
18334354-quantum-roots,Fiction,28/08/2012,Tuesday,August,2012,1
3478.Message_in_a_Bottle,Romance,01/04/1988,Friday,April,1988,1
22299763-crooked-kingdom,Fantasy,27/09/2016,Tuesday,September,2016,1
76401.Bury_My_Heart_at_Wounded_Knee,Nonfiction,28/04/1970,Tuesday,April,1970,1
13414446-prodigy,Young Adult,29/01/2013,Tuesday,January,2013,1
35519.The_Power_of_Myth,Nonfiction,01/06/1988,Wednesday,June,1988,1
1582996.City_of_Ashes,Fantasy,25/03/2008,Tuesday,March,2008,1
7061.The_No_1_Ladies_Detective_Agency,Mystery,28/10/1998,Wednesday,October,1998,1
73968.Love_Story,Romance,14/02/1970,Saturday,February,1970,1
27266.Glass_Houses,Young Adult,28/10/2006,Saturday,October,2006,1
33507.Twenty_Thousand_Leagues_Under_the_Sea,Classics,28/10/1970,Wednesday,October,1970,1
9416.Confessions_of_a_Shopaholic,Fiction,28/10/2000,Saturday,October,2000,1
42898.Lover_Revealed,Romance,06/03/2007,Tuesday,March,2007,1
14995.Odd_Thomas,Horror,28/10/2003,Tuesday,October,2003,1
16081272-the-edge-of-never,Romance,13/11/2012,Tuesday,November,2012,1
41423092-the-awakening,Fiction,15/09/2018,Saturday,September,2018,1
6440.Ivanhoe,Classics,28/10/2019,Monday,October,2019,1
32768522-carry-on,Fantasy,06/10/2015,Tuesday,October,2015,1
85990.Princess_Academy,Fantasy,01/07/2005,Friday,July,2005,1
1202.Freakonomics,Nonfiction,12/04/2005,Tuesday,April,2005,1
21853621-the-nightingale,Historical Fiction,03/02/2015,Tuesday,February,2015,1
9532.Ender_s_Shadow,Science Fiction,01/10/1999,Friday,October,1999,1
12914.The_Aeneid,Classics,19/10/2020,Monday,October,2020,1
13104080-unravel-me,Young Adult,05/02/2013,Tuesday,February,2013,1
6969.Emma,Classics,23/12/2015,Wednesday,December,2015,1
53496.Walk_Two_Moons,Young Adult,01/01/1994,Saturday,January,1994,1
292408.Angle_of_Repose,Fiction,01/03/1971,Monday,March,1971,1
5098079-lover-avenged,Romance,28/04/2009,Tuesday,April,2009,1
37095.The_Shell_Seekers,Fiction,28/10/1987,Wednesday,October,1987,1
3805.The_Corrections,Fiction,01/09/2001,Saturday,September,2001,1
11337.The_Bluest_Eye,Fiction,01/06/1970,Monday,June,1970,1
667.Anthem,Fiction,28/05/1938,Saturday,May,1938,1
6320534-under-the-dome,Horror,10/11/2009,Tuesday,November,2009,1
110494.Living_Dead_in_Dallas,Fantasy,28/04/2002,Sunday,April,2002,1
3109.The_Omnivore_s_Dilemma,Nonfiction,28/10/2006,Saturday,October,2006,1
164154.A_Canticle_for_Leibowitz,Science Fiction,28/10/1959,Wednesday,October,1959,1
41684.The_Jungle_Books,Classics,28/10/1994,Friday,October,1994,1
17961.Collected_Fictions,Fiction,28/10/1998,Wednesday,October,1998,1
6325285-rubinrot,Fantasy,06/01/2009,Tuesday,January,2009,1
6280118-one-day,Fiction,01/01/2009,Thursday,January,2009,1
821611.The_Story_of_My_Life,Nonfiction,28/10/2002,Monday,October,2002,1
248596.Something_Wicked_This_Way_Comes,Horror,17/09/1962,Monday,September,1962,1
6654313-linger,Young Adult,13/07/2010,Tuesday,July,2010,1
13872.Geek_Love,Fiction,28/03/1989,Tuesday,March,1989,1
264.The_Portrait_of_a_Lady,Classics,28/10/1981,Wednesday,October,1981,1
357664.Because_of_Winn_Dixie,Fiction,01/03/2000,Wednesday,March,2000,1
11507.My_Name_Is_Asher_Lev,Fiction,28/10/1972,Saturday,October,1972,1
11334.Song_of_Solomon,Fiction,28/10/1977,Friday,October,1977,1
50798.Jude_the_Obscure,Classics,16/04/1995,Sunday,April,1995,1
15839976-red-rising,Science Fiction,28/01/2014,Tuesday,January,2014,1
8852.Macbeth,Classics,28/10/2006,Saturday,October,2006,1
33917.The_Namesake,Fiction,28/10/2003,Tuesday,October,2003,1
7864437-the-death-cure,Young Adult,11/10/2011,Tuesday,October,2011,1
38374795-howards-end,Classics,28/10/2010,Thursday,October,2010,1
22557272-the-girl-on-the-train,Fiction,06/01/2015,Tuesday,January,2015,1
7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,Childrens,28/10/1960,Friday,October,1960,1
426504.Ficciones,Fiction,28/10/1944,Saturday,October,1944,1
248704.It_s_Kind_of_a_Funny_Story,Young Adult,21/03/2006,Tuesday,March,2006,1
6137154-fire,Fantasy,05/10/2009,Monday,October,2009,1
131359.Death_on_the_Nile,Mystery,28/10/1937,Thursday,October,1937,1
34497.The_Color_of_Magic,Fantasy,24/11/1983,Thursday,November,1983,1
2767793-the-hero-of-ages,Fantasy,14/10/2008,Tuesday,October,2008,1
22881898-shot-down,Nonfiction,15/08/2014,Friday,August,2014,1
16640.The_Sorrows_of_Young_Werther,Classics,28/10/1944,Saturday,October,1944,1
2153405.Still_Alice,Fiction,06/07/2007,Friday,July,2007,1
16690.The_Moon_Is_a_Harsh_Mistress,Science Fiction,28/04/1966,Thursday,April,1966,1
29059.Choke,Fiction,22/05/2001,Tuesday,May,2001,1
57891.Battle_Royale,Fiction,21/04/1999,Wednesday,April,1999,1
50033.Dandelion_Wine,Fiction,28/09/1957,Saturday,September,1957,1
152380.Mary_Poppins,Classics,28/10/1934,Sunday,October,1934,1
12751687-finale,Young Adult,28/10/2012,Sunday,October,2012,1
5391115-the-awakening,Young Adult,28/04/2009,Tuesday,April,2009,1
77295.Gift_from_the_Sea,Nonfiction,28/10/1955,Friday,October,1955,1
36236123-survivor,Fiction,28/10/1999,Thursday,October,1999,1
48328.Revolutionary_Road,Fiction,31/12/1961,Sunday,December,1961,1
49750.An_Abundance_of_Katherines,Young Adult,21/09/2006,Thursday,September,2006,1
